Episode number, Episode reward
51,51.348833333167185
52,32.202547775492
53,63.77044121474199
54,28.221082919318388
55,51.97243910258274
56,19.21003555327184
57,47.66005482092289
58,19.89224066285901
59,17.82632727618084
60,38.09044208220872
61,46.973091030933475
62,71.33869075405872
63,47.85415935064111
64,29.92263373011703
65,54.12627305703072
66,73.23747393364899
67,85.02346885228484
68,52.58858210559691
69,102.82786023898464
70,108.94230591703821
71,79.93022640949206
72,79.88217387795655
73,77.87748677272604
74,107.86185449462238
75,67.65148542421576
76,100.99839793557426
77,116.31339017127571
78,79.26689710362238
79,105.52396026197783
80,71.71966437267238
81,119.73779931760883
82,87.78509653053412
83,118.45814629681135
84,131.26743413691005
85,102.74560993344123
86,126.42738095172336
87,91.34429209150193
88,115.29768307288599
89,140.42848842051478
90,121.24373854896454
91,108.44618587693105
92,137.10135906808355
93,90.62216033165544
94,13.220660930799294
95,121.52312992694281
96,134.62665173354975
97,139.34951709067795
98,166.52058944570865
99,117.00149602093859
100,140.94675821367727
101,158.2570487433379
102,138.02492071223554
103,139.29013765032778
104,128.18800451776949
105,139.6420610359513
106,148.35458372802717
107,153.02837757381698
108,129.4738947455483
109,153.58928407190328
110,182.97624666094188
111,154.62146619313788
112,145.85002810432707
113,124.21201790846246
114,112.68040632812048
115,140.08976968689308
116,172.5830597015999
117,157.86834940718524
118,195.5483973443154
119,129.52179620629732
120,157.55985949781518
121,161.73811442192923
122,180.49926493589678
123,76.67325888450432
124,177.88892326634502
125,225.64426903217304
126,154.42163679188707
127,226.50230961420004
128,176.6031988025145
129,152.22360894928903
130,130.35118661155826
131,219.16925490395002
132,227.80327078914945
133,226.66251574744774
134,236.16769254348895
135,226.4861205838622
136,191.17067682256368
137,223.63727323737052
138,172.53612748384433
139,190.76350010165433
140,145.13605799602513
141,235.55992910475928
142,236.60529464872582
143,171.4023702249669
144,228.67840070263014
145,214.41374612335596
146,171.15910626777756
147,121.98262631387536
148,173.40896303643072
149,238.83907910771848
150,237.977063461688
151,170.6108610653556
152,237.78317403564986
153,136.24528616971534
154,214.67671002329055
155,164.63409292468054
156,232.85638895816152
157,236.159699659269
158,102.16830524912265
159,163.98992002079322
160,228.69062660253806
161,234.18262893066535
162,141.80478226802455
163,181.48791782259997
164,130.93305982672973
165,128.15288499317037
166,238.36164493318867
167,216.15759924413274
168,230.07137026306546
169,224.01787060330435
170,167.94214083731651
171,145.1847660084447
172,244.7542915120166
173,239.20420077987885
174,194.3946772875601
175,189.75137826394788
176,232.09412783970484
177,156.0521161699021
178,101.66645343393263
179,232.94499615950795
180,223.2497293102943
181,152.11261455007457
182,186.49336646680584
183,211.22033021910696
184,188.44199637006992
185,241.13365758655905
186,166.79291607599367
187,106.37945274461728
188,201.95653594093628
189,243.60891293531523
190,238.4438078310052
191,189.64163797601802
192,229.04508049269668
193,210.81063067806417
194,171.06921721309874
195,143.14852395282156
196,192.03903942183507
197,190.85082760099237
198,155.44759081502218
199,180.08764788840944
200,99.1847404167992
201,164.76680369384314
202,143.7202055353715
203,171.99771008339252
204,206.7017348793549
205,156.36508810223998
206,204.35993885510683
207,144.51930416965325
208,240.80640656671875
209,240.70997668052084
210,243.21210619382515
211,233.67139723621327
212,154.05531223993557
213,205.6164364443278
214,202.6709291052041
215,241.69176385361283
216,226.71762235276054
217,178.0955991178707
218,118.24859728581247
219,162.1126749282934
220,210.1277413860211
221,234.79620892753124
222,224.993349232996
223,171.87663268397804
224,232.2418610785556
225,231.79903256463967
226,238.31475644707422
227,237.2513398999015
228,192.9259642793961
229,204.53908539796802
230,238.01963416852269
231,189.0390540365646
232,172.80480291636337
233,242.64863454326348
234,231.81373788006735
235,177.77262611658546
236,216.0739770094827
237,113.41423801907003
238,226.24757270396466
239,233.4990743661877
240,213.82571181836664
241,236.7645406732072
242,192.57253417665586
243,235.63237935525044
244,108.20896248394375
245,231.60162844350498
246,220.41251276609438
247,240.13891431131532
248,223.1719600597373
249,80.94315308336124
250,172.88486071528666
251,190.8926971093453
252,230.06614627732012
253,159.89622760448614
254,173.93015225253777
255,232.81797166832763
256,236.886782023708
257,227.99632413871007
258,232.0325776615819
259,239.2363435721651
260,166.43028786832573
261,236.32238929395254
262,224.91136468013872
263,230.26539985768588
264,187.0396869112833
265,176.84947854102975
266,241.4130785709418
267,229.70206318807786
268,189.44556364232514
269,157.66114134206066
270,159.88750334979983
271,177.47834737518323
272,219.64608290654857
273,230.6714982287126
274,120.43221639957173
275,126.74487691273751
276,229.17321963892036
277,224.64826412267348
278,225.85040763049955
279,236.19363158872815
280,168.20030171250588
281,200.82227118713246
282,227.10865645192618
283,188.17363110663663
284,169.9541267504134
285,152.2284326286629
286,234.10722577301308
287,241.1141833633073
288,235.0244348456283
289,241.11113248403595
290,239.3854535539706
291,205.16294587989154
292,202.7548589033917
293,241.33142096387627
294,161.14258587769365
295,238.9658824562131
296,227.11011624397332
297,241.55807588129508
298,197.16252794340463
299,181.45077441005975
300,202.4129088164942
301,204.88036673531462
302,207.402578673445
303,238.67653965113897
304,235.52841169162863
305,183.84928249718527
306,239.89173764933142
307,180.19107393499874
308,165.16487840274627
309,232.0553794032642
310,167.14532382894384
311,186.10118388783667
312,167.52515740305748
313,240.9565652263288
314,240.14195893647806
315,183.57771565958066
316,200.57463829632644
317,180.96319151724197
318,198.20009454235642
319,175.19526714225682
320,203.96616426210758
321,216.16261976091798
322,195.3880187048469
323,204.14103622346053
324,173.45259778543442
325,208.3792683596754
326,127.41753291411008
327,145.77162624510575
328,208.94822095384654
329,240.0423178414363
330,203.740603839349
331,192.60990774173604
332,242.8650474898658
333,215.32270563892675
334,221.3985892838419
335,180.02232960420642
336,188.09521707975753
337,165.16912918332156
338,213.8955426710196
339,179.05263730390638
340,242.87191876012986
341,197.34614530937762
342,157.340655055945
343,172.94503276319313
344,232.77667357509097
345,239.2953475279632
346,178.88986899628338
347,161.28857180622262
348,215.2180594223654
349,159.9450440076345
350,208.05962609307343
351,236.8486684540837
352,210.3121507700067
353,223.05481299105963
354,191.32533434268422
355,152.54213425600102
356,200.0052955073818
357,204.71024887898437
358,207.044057748609
359,237.07712904883425
360,238.30088887000252
361,175.75778259829153
362,240.22595370517882
363,203.75798498606372
364,236.00711584055796
365,240.86315157588325
366,237.16910940877645
367,178.33940201749633
368,159.39911809600795
369,162.90980472614052
370,240.63605824607296
371,238.4448595363758
372,233.92978870147232
373,240.802649985031
374,193.21650623181216
375,188.1404333526127
376,172.04904365467087
377,175.7261707967745
378,236.9627869064445
379,211.37405912888315
380,199.61133630374465
381,159.84336894555244
382,222.91059826164712
383,94.63081070534477
384,218.14032616444865
385,194.48214469245877
386,220.7571268752729
387,229.7261757220992
388,173.83478329184825
