Episode number, Episode reward
51,215.71485467572097
52,238.90836934520664
53,286.03315085588883
54,221.9209360190716
55,253.061517462076
56,255.8917173152166
57,152.7081036176317
58,204.74533608810083
59,127.45069527657246
60,232.443160770122
61,303.7027704659001
62,245.77535102010538
63,253.66031716594966
64,270.0436263973095
65,269.01895026100766
66,231.22540034486278
67,250.75180471955093
68,261.0077798013075
69,237.39858744629086
70,271.53568001303876
71,218.10866181263
72,268.5847744831851
73,290.300472109011
74,309.36983453783085
75,287.4495009675017
76,240.3239172032281
77,238.88738300468918
78,288.46065393247727
79,290.46405403455935
80,296.80679512320904
81,187.3210247788044
82,275.82409683854524
83,139.8661072540943
84,300.07946450964323
85,240.6771383303917
86,211.25651783912124
87,245.66135453620072
88,193.35983619717996
89,298.3350770073992
90,116.72685492485638
91,327.30517042390966
92,282.2969592466668
93,220.23405525797259
94,242.69001572069905
95,189.0872995618903
96,239.36158829274072
97,327.97690943658654
98,244.30657096443642
99,245.92225274089608
100,109.7264757388282
101,215.06231161006733
102,240.24359404664395
103,255.7167131982981
104,345.4129104392408
105,59.11327376970967
106,139.57691413862014
107,283.6467950907432
108,330.63337480631264
109,297.3028156238743
110,273.5502001488884
111,300.54521117080503
112,337.41188388228164
113,266.8393409944696
114,243.9523057374905
115,252.52864041395873
116,200.4863329472828
117,-55.68253849846484
118,240.71979745988364
119,156.69340500422146
120,225.1320203975153
121,314.6085071246147
122,299.98701995221603
123,47.733952640372436
124,253.18761704237616
125,206.80293387700422
126,212.1444649644944
127,269.1953903059764
128,268.11393597220206
129,241.21008675639325
130,217.38794378676505
131,182.1063917686448
132,313.80127585520654
133,228.8786207216286
134,-174.1945652797049
135,316.8844337010868
136,234.44381950181884
137,340.2883350623549
138,350.6090776094695
139,199.0672264428758
140,283.3704377224857
141,209.60001697266185
142,245.2005563617323
143,73.17927108623621
144,343.6834799893268
145,355.294907345189
146,258.34247597133515
147,255.57318448640126
148,198.57085212203583
149,232.73954277428345
150,194.19189800121947
151,197.18230383980432
152,344.88285485862747
153,337.30212117923287
154,176.72244825636585
155,244.46615915825961
156,222.84138045075196
157,114.997020725976
158,190.16646119032444
159,217.1609384264607
160,190.9578773939374
161,202.17548969018546
162,280.13857463009566
163,313.8378339714595
164,239.7436631437746
165,239.77611598597178
166,358.060596085344
167,178.97616285194232
168,272.9512295201576
169,145.25713521792656
170,201.0981414730375
171,348.79505526427783
172,177.87140156442746
173,134.97985586344288
174,325.2490839847471
175,340.3495609270504
176,320.0458749349746
177,288.57211746193184
178,339.84325853166695
179,158.66607940765434
180,344.301954992487
181,338.77279746504433
182,293.5721815124889
183,328.8146163701255
184,362.19270644130927
185,301.2833241783159
186,232.23020312908932
187,168.33999595424245
188,174.257942584004
189,343.54081445679935
190,352.1074154633531
191,312.4690869361811
192,296.2229623445548
193,310.92657948677913
194,131.13440463969988
195,264.35375008981663
196,303.6442577212665
197,192.23447495275548
198,262.2714562801474
199,351.17165884232395
200,492.7379510431523
201,149.3789507390769
202,322.62111360496203
203,310.9492609010795
204,355.4128576184401
205,347.8389258208852
206,334.43777453692604
207,173.25271118821703
208,277.00042137344474
209,353.56957670589264
210,344.4143901513048
211,295.5643788638303
212,297.7911085084969
213,358.88999219726975
214,343.65703879320864
215,346.7739043823538
216,343.78083536134454
217,64.20492975395618
218,355.90893053896343
219,347.94866824959405
220,347.89112668163267
221,314.73846800600205
222,358.04902697491565
223,220.86402664455252
224,338.18399025255593
225,265.57064990635763
226,313.55819278958194
227,361.46259297807933
228,352.76589561167043
229,111.56270591902903
230,267.3256962982728
231,338.3776308808375
232,245.75596465197376
233,409.2481317939921
234,347.76400425593124
235,330.9684566449036
236,338.0965533970808
237,270.19285146329264
238,296.9446212181809
239,351.1493204061012
240,289.3473672611805
241,321.49333298386495
242,339.03221196846204
243,186.76936099528652
244,165.34532752951947
245,328.62891687681906
246,173.06527042257244
247,177.20691884005714
248,328.2286037504775
249,277.79499328684597
250,347.7537838211578
251,328.1580670538007
252,313.3869649300081
253,361.6553967071483
254,360.5241553902418
255,256.53859648560666
256,358.04479115715037
257,368.9924128931136
258,327.45114343013165
259,233.00444436232982
260,339.27010570567296
261,350.1339659635377
262,344.11291774200174
263,267.55648257129775
264,244.30437613147546
265,351.77812133587605
