Episode number, Episode reward
51,215.8627690062972
52,-558.2245523349367
53,-62.214873357173886
54,217.4857740073165
55,226.37911936475035
56,244.92272229108494
57,238.2325524021011
58,221.2401641731608
59,211.40544389047471
60,-6.606522513376399
61,236.28708821950903
62,252.21956344838532
63,-246.18794369819068
64,230.65726310964683
65,252.00562476957313
66,-173.54802661461693
67,-210.7457431621101
68,-359.96940296396383
69,232.9033063179277
70,115.95844471467842
71,-163.5523608864062
72,-2.3452883871899046
73,215.94810882943378
74,-186.53804247284882
75,-58.13873098148314
76,14.894863384463973
77,-3.000825139216194
78,-132.83690400128054
79,277.2116062854596
80,-214.71002942983003
81,58.533810104294
82,-63.730895236509916
83,-105.41156012011227
84,-136.85381786097415
85,230.59426104264148
86,280.01737848126237
87,-164.82443114342078
88,220.1021707784581
89,-85.82567935261405
90,248.65291523597784
91,-107.72252352705448
92,42.597937007417684
93,17.427636483371863
94,63.286048860343996
95,-3.657049053374922
96,-38.06826856141445
97,277.24363337496794
98,-17.71043401713987
99,4.657229935903321
100,-215.86346800269564
101,281.33121504626894
102,81.45535720134485
103,28.6235837177065
104,326.32158258638117
105,90.57592350761323
106,-85.41502128823372
107,57.791608434411785
108,-126.16454213530692
109,292.4850311119324
110,68.23083570036725
111,243.0916035375137
112,-43.65077636099396
113,19.723513528395614
114,242.09588348316183
115,-16.802872235671668
116,177.90502013601176
117,310.1659137885483
118,251.01400686525085
119,294.57271495345657
120,64.29001819644941
121,64.4343174298616
122,265.7465892303481
123,278.85745375049675
124,28.643024069239786
125,72.8355722455382
126,92.99630032006255
127,-24.04392650008052
128,307.6135296555098
129,-27.82631477716285
130,43.087554395877945
131,265.00518674831494
132,320.9315484638412
133,305.12520058101194
134,256.09890026714737
135,269.965656225866
136,64.77659184215698
137,298.6436315000999
138,315.38474042861867
139,38.41419683713373
140,254.33438980868166
141,207.64539056885997
142,297.7733011302004
143,298.6830901211403
144,300.04927231323035
145,331.610906177518
146,304.81140996529194
147,321.3487656166283
148,-75.3651292147226
149,179.85114702724672
150,275.09011932646763
151,87.70777561607959
152,97.50370953782114
153,223.53627001648755
154,0.9315016415858187
