Episode num, Episode reward
0,27.848417174948764
1,15.683807350469035
2,5.6768418337819
3,50.4599352398885
4,31.24452421359946
5,9.170123055592112
6,37.16673775391953
7,53.177472588840146
8,15.658537105219143
9,75.06017408020608
10,25.617000922399136
11,5.44921277496764
12,15.180540710078823
13,28.639905203981414
14,62.288531080971076
15,11.222966471560808
16,21.85235274317302
17,57.24102859448854
18,41.35578149455826
19,18.48201501912292
20,16.92206301119625
21,18.313414161211202
22,25.62406560207249
23,21.06879147482792
24,46.51053546237412
25,30.39393592513865
26,32.64304667084267
27,29.452130339868702
28,22.80736671539943
29,16.059688296345538
30,19.165710959696856
31,58.07650333630625
32,25.05957091288193
33,39.5343023476682
34,80.64890505731618
35,9.650516747625709
36,48.22632993608688
37,34.34879390275457
38,43.90749257790729
39,14.483903543363173
40,35.38413812465296
41,31.51771776280249
42,21.10022752181053
43,36.276429107790364
44,31.934683506573197
45,61.41167907405598
46,50.30245831866583
47,9.306851494258417
48,39.260718317351255
49,52.76464791793666
50,48.065306676228275
51,25.02881517264887
52,5.925458019921008
53,4.081776338497966
54,35.407000336777884
55,34.17889452396883
56,73.36253560816454
57,136.25403879595413
58,54.408730336979694
59,107.69038402444043
60,113.5051028637352
61,59.180188728236715
62,95.81575561534694
63,46.25916416450201
64,36.750357264361845
65,104.23669410138532
66,41.735764199962425
67,100.22401097744003
68,107.029615059354
69,51.38762164691348
70,148.06756946011708
71,98.57402164374264
72,117.64955395579511
73,39.40098164998616
74,100.77120018200657
75,84.36433262069511
76,92.45835410339406
77,130.59728157397262
78,105.10870206555961
79,107.79138071392777
80,47.6437995266023
81,112.35409450997697
82,119.38207913192922
83,100.05892625267825
84,98.55384812412674
85,139.9552449784248
86,113.94110149562424
87,89.83344204578641
88,82.47976769134299
89,85.06772207603507
90,91.26746321477681
91,70.06496280733428
92,57.49992627811463
93,79.97357718475135
94,125.21002372837009
95,14.628677835990011
96,129.41801627807575
97,117.30522333636723
98,82.23459170895718
99,83.43141271865552
100,95.67428361899711
101,138.5504742725548
102,84.76843489652376
103,85.09238288162969
104,31.636741215914146
105,99.90990287803625
106,93.59858798809286
107,122.27616934194452
108,100.76388177863247
109,93.1037924959121
110,118.16281588137485
111,99.85314502450534
112,114.2472426952543
113,87.76537214570905
114,95.44869860304374
115,111.21040422000407
116,126.86952801201421
117,129.35563362957453
118,104.16308119820292
119,55.640924186092356
120,120.22421663772006
121,122.82403281678516
122,121.62893567879657
123,37.068893576342504
124,97.61946779565517
125,86.66520083542383
126,90.24384939060886
127,123.30265180520935
128,120.00798386318748
129,132.85802430204362
130,129.57706471176422
131,70.21107048108277
132,116.27907690857494
133,117.85244651827394
134,121.54575635814986
135,134.02401550298922
136,143.30691596038983
137,133.57870337845128
138,134.78193803562533
139,109.39465882688101
140,137.86673910380978
141,105.72794567498232
142,59.91370862940015
143,133.58815445895112
144,116.88294467852234
145,130.65063275729847
146,204.4239368955729
147,137.96407794600853
148,105.62059751119993
149,135.89672937262884
150,131.65948065981365
151,97.48867401403005
152,126.80199793124363
153,140.48952927055456
154,142.5547448080655
155,132.92855314291847
156,138.9502060045918
157,135.11140587110705
158,130.01409658879254
159,140.1952161308676
160,145.42417855370272
161,142.0717054116842
162,130.3365302726369
163,148.7635512884159
164,98.3709487976055
165,103.56262408559544
166,127.16684188013186
167,126.55377478953889
168,126.39654467874574
169,128.82108842666813
170,141.94942990988287
171,106.99198369985628
172,134.70273484343392
173,136.78217987289642
174,94.40937674761823
175,119.72866600541147
176,125.12110557272909
177,60.91852546780309
178,140.56734076239601
179,113.57390164320849
180,120.23958548201833
181,118.71781948733403
182,64.921220433015
183,143.8184663190224
184,145.5374911911187
185,145.13872384829435
186,128.94429716077786
187,135.82017356648586
188,147.06003762355525
189,114.93359596797883
190,142.08772439409495
191,135.33004692889526
192,134.94713843640554
193,141.0990958781724
194,148.2904960394698
195,142.010771791641
196,148.54740260665716
197,32.39070416373502
198,127.76250875553474
199,130.7833882782527
200,131.52018495631873
201,142.58307746967319
202,138.11619125964447
203,134.23868492186386
204,118.11398284522528
205,116.3783826010295
206,142.36076091871018
207,122.14830246827474
208,111.26254505365583
209,127.93937532022693
210,138.4612247244042
211,115.6969123983095
212,66.13125266179689
213,131.2211350783722
214,139.89640267150094
215,103.52299095689169
216,129.4798218145036
217,136.2266519395383
218,129.60234344136683
219,128.90502217410048
220,136.33982529735817
221,136.54468709846148
222,148.78867318244556
223,109.30912070683523
224,137.11226555912813
225,140.72311594063927
226,120.68375864312135
227,150.6634465231103
228,144.73140468999645
229,155.81370859846064
230,123.96615055536039
231,137.07229103767472
232,133.86435041099355
233,141.71384259021366
234,145.09818954737844
235,148.1328410407684
236,140.37514084365748
237,144.94239713327147
238,153.94830732384915
239,129.65642542679436
240,133.1107280839088
241,144.06557148905154
242,116.23990446124654
243,147.820322610142
244,145.06827792937938
245,31.121608387440308
246,152.32133568390466
247,134.09307593821143
248,133.78223847661312
249,152.4036999266413
250,135.56685955204404
251,148.13756493510604
252,140.66305019367846
253,95.12344291683684
254,126.39439759813582
255,148.40543907304865
256,147.827150521336
257,144.67019463676576
258,150.2429670661927
259,120.81071321056442
260,139.57133486793168
261,139.7954798180511
262,147.1224657130065
263,138.58124503865392
264,117.202440566133
265,146.87500675266594
266,147.99552808264602
267,129.12931067483638
268,151.45464343537483
269,137.94973366498812
270,134.60574456706843
271,141.65158487953912
272,117.70503171234861
273,154.04137943953182
274,127.48313311546208
275,143.78085375501195
276,135.23537689986415
277,141.2536285243482
278,138.93012312759194
279,151.14630057756014
280,144.93577222756167
281,134.25072541716887
282,147.53040496259794
283,104.57423390615268
284,147.78331458345508
285,149.43802736193106
286,103.12249871072625
287,146.02016262318688
288,144.57217948134675
289,145.47557014186413
290,123.59300210890808
291,126.17472637216899
292,154.78460543655734
293,150.11176138618214
294,140.72826761039502
295,128.54877671177036
296,152.18356847232656
297,145.96492981592442
298,120.42495893004744
299,151.54510415679434
300,156.82875290002107
301,80.3418673016408
302,144.04746452525373
303,141.7963388398934
304,148.08594801652742
305,104.30674353440224
306,199.78513437499973
307,148.88001380090577
308,145.9355897868238
309,151.27376673593497
310,120.85028792206589
311,151.54066854791733
312,146.09717236097384
313,153.2295596267201
314,152.27421417690257
315,156.1455673715701
316,141.55085484067422
317,136.87093011695933
318,148.8086117278161
319,147.91372792141865
320,151.49588532842395
321,150.52367835779026
322,153.69612466232599
323,148.59221710752212
324,154.7955779855699
325,146.49683536709207
326,142.57304353954996
327,141.69912817580666
328,155.54273678567668
329,127.08907243874333
330,91.80886981811851
331,139.51501883766
332,131.75143565771802
333,146.0431860325599
334,136.76887948769897
335,41.656489514472675
336,132.80632802313434
337,150.06809126096397
338,140.9696439186703
339,118.06358768191998
340,145.40723417313887
341,156.207002215522
342,131.6154306537016
343,145.08289474534376
344,129.97763353492286
345,88.89953526691053
346,148.81253488277318
347,137.8445231074825
348,149.6490084360974
349,109.48282278309406
350,140.83609090445037
351,99.75106869139407
352,145.34390331109535
353,150.56208495550874
354,144.2891127527016
355,131.58735231802555
356,157.82002791704278
357,149.79838483178114
358,149.02634776629438
359,156.61997039084898
360,119.733012116947
361,157.61876957443818
362,152.48119496786944
363,144.46905293953859
364,149.7408056609159
365,144.156559726598
366,145.53309372912486
367,123.4012788966068
368,152.70903896145532
369,89.47821245492524
370,130.34022843685668
371,154.4620906854867
372,209.77991436316793
373,151.69782154883194
374,152.2318851160773
375,155.78114827781442
376,56.64830246903909
377,139.17098253549352
378,134.99347353079432
379,134.11964888551626
380,149.79493220135518
381,223.73126241479088
382,107.60218207203143
383,105.51136240175079
384,199.6504924747595
385,140.46744124140176
386,149.9244564884
387,162.09103524438336
388,141.78191632816825
389,158.01159125828804
390,152.50705988140814
391,138.03846807740157
392,156.80477947853444
393,151.95731828481192
394,152.32645099946433
395,152.17159567679028
396,140.13375420787133
397,148.11129245165486
398,151.42829859055865
399,148.29397468792655
400,141.174645899129
401,148.00764701397412
402,147.44983234293696
403,151.66096970610133
404,150.19716040059544
405,119.27393439008961
406,153.89999367349088
407,134.79424639891704
408,152.76483404692976
409,230.0190282597725
410,151.97255500132184
411,56.725717794916804
412,148.28467240801686
413,153.35420866016148
414,125.28258909535602
415,146.78070607115532
416,39.64954222312075
417,140.53792504555793
418,148.19159481053904
419,132.2185194019055
420,144.2697403928749
421,225.98009233451532
422,155.59808819741798
423,155.98201625626285
424,149.56069525777087
425,145.63047430703108
426,94.3836887772634
427,158.10140436073723
428,144.99936510656036
429,135.05321080815145
430,146.837985847778
431,101.66978097273454
432,150.5787432277014
433,152.2053796711733
434,133.32748675252228
435,154.21779256042026
436,155.64284640418785
437,132.50940186404117
438,157.69443309377723
439,136.98486396259392
440,149.9801059640403
441,154.11451389995074
442,91.76847674515444
443,140.07787649338047
444,130.6931674489333
445,73.4309293530586
446,150.3597380913376
447,104.78970900224269
448,149.9534944361302
449,148.96113649044756
450,152.93826234836916
451,139.71464444590393
452,222.11556647468416
453,157.1153661447475
454,151.89214211994565
455,106.19379769661303
456,104.46961622976951
457,110.6050909430987
458,140.73717908245092
459,161.64796411387505
460,76.22324440855222
461,96.07018098181153
462,155.70871438308455
463,134.35775941133934
464,156.74195603511384
465,147.5364139859423
466,152.14476779749228
467,119.17508362017871
468,145.24249079579005
469,178.35642584211993
470,158.60857528565495
471,96.60490166976587
472,98.05452420005423
473,151.35648673320824
474,119.70408819000635
475,34.09691945808804
476,113.01089727091174
477,119.02366841076567
478,127.54409693079596
479,131.52397454776204
480,179.5894201615597
481,147.18533925584066
482,129.46769694630535
483,141.26728537890608
484,150.231003057401
485,159.96688531525865
486,150.32453013412453
487,152.73152783883654
488,126.06350680444886
489,143.32425453760052
490,149.84577815953796
491,148.30990231703058
492,66.28391172170676
493,129.02655303113858
494,150.48624391262058
495,150.83939243086806
496,146.6291235214112
497,149.62059126406007
498,150.05632817146082
499,157.32625585797027
500,148.13238448866605
501,142.07019699373777
502,231.6300823429384
503,150.56838331448287
504,115.30556294879025
505,171.3095649773543
506,149.16762451189697
507,134.69229974462183
508,107.85040014417066
509,156.2208923187509
510,159.71315472334138
511,154.92350590434248
512,154.19937738633516
513,154.74808347990788
514,138.59563648854746
515,154.31959772062743
516,162.8846845378244
517,133.9400952513269
518,157.1359330219789
519,153.02534197059305
520,160.47047174298646
521,161.1584282417753
522,163.7176883937325
523,122.5965562292771
524,160.11388979756325
525,168.37019548805972
526,155.49535732846903
527,162.8779936198548
528,152.4418724665209
529,152.08923471226933
530,132.57661355433032
531,122.72974399969296
532,163.2859961692585
533,139.47437256605014
534,153.7663958553844
535,143.14573713117605
536,149.78066013527183
537,176.1500898674148
538,125.48038722479363
539,136.7875557464142
540,138.50224471865874
541,83.41039585649327
542,113.03319617375737
543,228.1952282259219
544,214.12411904256882
545,119.783301043366
546,149.69305142146212
547,149.95578277504194
548,153.2980522898138
549,117.08544129041401
550,167.69940610078552
551,168.50558276706556
552,151.23635954775017
553,171.5071100515382
554,122.54608973923416
