Episode num, Episode reward
0,212.22214353826803
1,226.492097493597
2,248.44702176437164
3,186.94940737834128
4,245.2420711811634
5,245.83421723764795
6,235.2717141367803
7,203.50481202473057
8,230.73157185008878
9,188.51639941248607
10,265.34902179514245
11,238.54215948060713
12,243.31320069737933
13,265.2497210921019
14,280.03035153696374
15,260.4130222976379
16,194.45038657107733
17,246.86951596274872
18,225.29340748777054
19,225.10697827515048
20,258.48249362439117
21,186.26725327099214
22,246.40584863684714
23,264.09071300620377
24,274.6447125416668
25,221.6550054164538
26,263.61893597609355
27,249.4522267532243
28,191.27794586328957
29,265.029185476931
30,196.99357776418734
31,239.93901955931662
32,228.60082215580096
33,252.48271334461072
34,230.88549239481003
35,239.21166818982303
36,262.9262780224157
37,223.67989116620467
38,222.02771105085168
39,239.1666616216977
40,211.7756202759351
41,216.58586460952256
42,212.40806101518888
43,239.70742455239431
44,270.72181758552773
45,232.55886417862658
46,230.96770722274053
47,224.66331106563717
48,208.3493025642929
49,256.3531359139865
50,227.87086081006765
51,215.19824116808206
52,215.11815335794032
53,215.3133719570755
54,220.84815254238538
55,243.6353497084273
56,194.96255931152345
57,150.23969183685813
58,271.85798247387396
59,230.76496371001014
60,194.73417041049728
61,84.42476503885696
62,-20.928321879278244
63,222.90040621522198
64,242.56380704228008
65,262.91866527239546
66,214.07809684490414
67,283.3295465553996
68,219.21521336226073
69,218.21143741950078
70,284.4715356030957
71,269.6842550097447
72,261.2435675470856
73,86.33606080613383
74,245.16032772192898
75,288.5505946050138
76,245.6979220458899
77,219.70247028085376
78,139.7688542637584
79,204.91138546797396
80,162.96005209651892
81,170.6565820781331
82,230.55608635137037
83,-32.88935645418889
84,239.64577558781932
85,11.738303579696723
86,250.36288732991176
87,272.1004921362146
88,244.27607911109297
89,147.1497616583377
90,212.44526477041757
91,254.26911116577344
92,139.66909148604248
93,185.4641765037333
94,96.58311342101676
95,215.47213131943528
96,212.73403531810726
97,171.1731973350212
98,209.96433511164904
99,128.6155843881333
100,256.5802953677584
101,251.41427764678195
102,215.4614959594726
103,277.0215179341277
104,235.75914204743444
105,235.18733435145256
106,228.68002999922294
107,319.23870647450593
108,259.7404835479959
109,253.4346252899917
110,242.39967032438977
111,275.10852988611845
112,255.25161067118592
113,232.7555560808521
