,coit_1,coit_avg
0,13.532847251331772,13.532847251331772
1,38.88727413009527,38.88727413009527
2,66.08070354015773,66.08070354015773
3,19.849568517678165,19.849568517678165
4,20.683733137731537,20.683733137731537
5,20.66790667226418,20.66790667226418
6,8.719104192303076,8.719104192303076
7,57.5301079997261,57.5301079997261
8,32.68521801490885,32.68521801490885
9,27.76786768356321,27.76786768356321
10,31.025108778730992,31.025108778730992
11,13.740330141367114,13.740330141367114
12,16.23863209376923,16.23863209376923
13,28.82999817818972,28.82999817818972
14,29.86645442271359,29.86645442271359
15,37.3101389119028,37.3101389119028
16,15.891914360164195,15.891914360164195
17,15.26926372221174,15.26926372221174
18,29.56771468950457,29.56771468950457
19,14.397772333917173,14.397772333917173
20,59.69970033992853,59.69970033992853
21,45.20684824280748,45.20684824280748
22,38.18231149695881,38.18231149695881
23,43.34766419132088,43.34766419132088
24,19.69781488744918,19.69781488744918
25,10.131786168853164,10.131786168853164
26,25.60457340699813,25.60457340699813
27,27.03667009464244,27.03667009464244
28,43.52121652551152,43.52121652551152
29,28.48390178586487,28.48390178586487
30,3.4124158560629274,3.4124158560629274
31,15.801972301615123,15.801972301615123
32,65.11649951003263,65.11649951003263
33,29.91752819794449,29.91752819794449
34,62.84845746232107,62.84845746232107
35,48.68638058256943,48.68638058256943
36,25.5779220577014,25.5779220577014
37,34.71772225693371,34.71772225693371
38,11.660709329293605,11.660709329293605
39,26.18031955097281,26.18031955097281
40,4.650175807493468,4.650175807493468
41,7.640090570398564,7.640090570398564
42,54.38133491298978,54.38133491298978
43,10.540235195400854,10.540235195400854
44,27.71177806804329,27.71177806804329
45,15.58198271565841,15.58198271565841
46,32.48933108535878,32.48933108535878
47,12.74970982649004,12.74970982649004
48,5.981779276271539,5.981779276271539
49,27.175908415222025,27.175908415222025
50,11.457405854735038,11.457405854735038
51,49.261360153722826,49.261360153722826
52,16.713429415410932,16.713429415410932
53,60.80472877474168,60.80472877474168
54,23.2342254268304,23.2342254268304
55,75.7706568356287,75.7706568356287
56,21.37363626867182,21.37363626867182
57,22.91705904215337,22.91705904215337
58,38.46913362869273,38.46913362869273
59,73.3679121012665,73.3679121012665
60,41.292783791079486,41.292783791079486
61,52.43151034830474,52.43151034830474
62,21.391560348508552,21.391560348508552
63,19.02587908322615,19.02587908322615
64,18.734497415983057,18.734497415983057
65,14.966239434832698,14.966239434832698
66,14.39799688068154,14.39799688068154
67,35.5488805972166,35.5488805972166
68,51.437887010818585,51.437887010818585
69,23.7518027355432,23.7518027355432
70,28.0567613175835,28.0567613175835
71,30.961357353901377,30.961357353901377
72,59.1719299259049,59.1719299259049
73,16.97555660918296,16.97555660918296
74,27.813071873101016,27.813071873101016
75,65.01555771419841,65.01555771419841
76,29.392427331173863,29.392427331173863
77,86.36604765719837,86.36604765719837
78,33.0886682982797,33.0886682982797
79,51.63523330835245,51.63523330835245
80,15.83390793336229,15.83390793336229
81,77.15370074795543,77.15370074795543
82,27.757075268646137,27.757075268646137
83,44.56900190326017,44.56900190326017
84,107.10944539254156,107.10944539254156
85,63.29373577507639,63.29373577507639
86,56.39436680512841,56.39436680512841
87,118.40655756206138,118.40655756206138
88,41.62599943060157,41.62599943060157
89,70.15774072090811,70.15774072090811
90,34.36072557104532,34.36072557104532
91,40.82853154920301,40.82853154920301
92,118.2868784595737,118.2868784595737
93,26.68990336687717,26.68990336687717
94,126.4355705779917,126.4355705779917
95,45.107817344715386,45.107817344715386
96,140.93286624318125,140.93286624318125
97,97.31265333049696,97.31265333049696
98,14.787838541857829,14.787838541857829
99,60.25758309545028,60.25758309545028
100,22.98079006356089,22.98079006356089
101,95.49902405005778,95.49902405005778
102,67.85737616585088,67.85737616585088
103,24.417923549193635,24.417923549193635
104,74.53168610987011,74.53168610987011
105,99.73047586835568,99.73047586835568
106,68.35590456310565,68.35590456310565
107,89.66945687578922,89.66945687578922
108,67.92482089209447,67.92482089209447
109,98.91960551065164,98.91960551065164
110,62.95315811013212,62.95315811013212
111,58.254543584028745,58.254543584028745
112,113.02019192447943,113.02019192447943
113,12.88366849428174,12.88366849428174
114,141.58171987287767,141.58171987287767
115,30.272452959726834,30.272452959726834
116,116.28308853283345,116.28308853283345
117,93.45224023688458,93.45224023688458
118,32.17126543098929,32.17126543098929
119,42.55422624207244,42.55422624207244
120,51.11582155996667,51.11582155996667
121,92.4448140900254,92.4448140900254
122,135.70110480822794,135.70110480822794
123,50.81839772584727,50.81839772584727
124,97.40367059574196,97.40367059574196
125,13.687306340726504,13.687306340726504
126,39.77693328430088,39.77693328430088
127,75.39021311370682,75.39021311370682
128,103.78031689780208,103.78031689780208
129,99.56244729972184,99.56244729972184
130,10.666360306765664,10.666360306765664
131,34.666453000695405,34.666453000695405
132,68.78208043898785,68.78208043898785
133,79.56607856303788,79.56607856303788
134,49.17472599167674,49.17472599167674
135,40.37525436547614,40.37525436547614
136,11.67945085435311,11.67945085435311
137,14.914377574735209,14.914377574735209
138,61.33396707796364,61.33396707796364
139,46.95464413988067,46.95464413988067
140,122.75032270606404,122.75032270606404
141,125.62143331431156,125.62143331431156
142,21.945493576169834,21.945493576169834
143,107.01056324413926,107.01056324413926
144,92.06204845569891,92.06204845569891
145,104.05435391317393,104.05435391317393
146,35.691965908346425,35.691965908346425
147,97.7388396970751,97.7388396970751
148,95.78064971845669,95.78064971845669
149,93.36501311709743,93.36501311709743
150,26.23195755245544,26.23195755245544
151,116.40414445932248,116.40414445932248
152,136.2041500430961,136.2041500430961
153,96.66396127053368,96.66396127053368
154,52.54242364421136,52.54242364421136
155,76.28036463125093,76.28036463125093
156,74.426536962864,74.426536962864
157,48.83809846655783,48.83809846655783
158,32.91181814312407,32.91181814312407
159,108.27860257203996,108.27860257203996
160,72.1405141443235,72.1405141443235
161,22.753198548653053,22.753198548653053
162,37.147359070641706,37.147359070641706
163,113.3196228796313,113.3196228796313
164,82.67768884164235,82.67768884164235
165,45.282506680909954,45.282506680909954
166,82.75082871793863,82.75082871793863
167,106.99618120977844,106.99618120977844
168,153.52900524392606,153.52900524392606
169,109.44229399599014,109.44229399599014
170,68.81627793026782,68.81627793026782
