Episode num, Episode reward
0,217.39541721979535
1,221.5006335427896
2,245.24316660163257
3,241.86030185644904
4,258.0957831260812
5,235.94037198818324
6,229.7687780277848
7,200.42493163195434
8,220.94681454699491
9,261.7614757611103
10,275.5234903339119
11,265.02151952901085
12,262.6932109949593
13,236.695538017213
14,269.91115013078837
15,209.29871053095854
16,205.8874314977382
17,209.92824143484117
18,235.90459738929857
19,238.33203081578282
20,250.27115343092706
21,269.33166911310815
22,230.10003839860195
23,238.12765819347158
24,296.25935359436056
25,247.57787466033983
26,282.6267725599934
27,183.6574923088436
28,217.58445338188682
29,243.41619383088556
30,231.6410557570203
31,220.9849256080176
32,242.18963189268692
33,261.37614322169463
34,180.8149807462547
35,220.76752369267282
36,247.35354465690415
37,213.22377953787716
38,239.30087240506964
39,257.39692589996497
40,264.31938195305634
41,240.32408307411043
42,249.19362477458688
43,246.98333228753663
44,226.21444764806634
45,211.83250682208723
46,242.03286463483767
47,268.63659831766535
48,266.21617613554577
49,234.89986176792544
50,247.4980444300055
51,283.078835007436
52,247.32047746484346
53,283.4269816463025
54,279.4899964525278
55,320.0440983635712
56,215.43709413134275
57,247.4469832480311
58,262.79936163772004
59,237.6228001761326
60,249.17487471484495
61,299.14402615571976
62,305.05990977062004
63,269.57739637492244
64,267.75868130997685
65,301.96722098999646
66,234.38320797475745
67,294.0970342831284
68,253.39544774474697
69,240.26772504356978
70,323.9010360495175
71,329.65977369001536
72,360.63526463069604
73,287.56426397074927
74,319.36781259187643
75,310.5963155111518
76,338.85377004752775
77,314.6682386415187
78,320.66030894935767
79,362.39103524117394
80,265.8317074442342
81,340.56087934366707
82,270.10120999980705
83,267.13287341429043
84,301.86373339596906
85,269.60953190814166
86,347.160297928291
87,321.89924859808315
88,243.21215408274384
89,334.629858628219
90,324.47117976935715
91,287.42174537160804
92,283.12924722528066
93,264.2720625918855
94,313.9755502879262
95,307.72736198856506
96,329.480077769261
97,248.1338236796666
98,256.472305697102
99,261.1907119458831
100,286.10700322819275
101,306.6765891672733
102,325.62021605506936
103,233.49688723128898
104,333.3101426269224
105,343.15972565048037
106,240.71410835067283
107,325.9115197826828
108,287.93432236545067
109,255.71231121085165
110,264.2683841094767
111,338.4999111010372
112,269.34307919457325
113,258.67953544349615
114,312.76544731499115
115,325.38148023381115
116,289.10853653390427
117,323.56155812275637
118,274.4121003018868
119,263.2192919321519
120,241.37685599805286
121,319.5004784557955
122,289.66714838924275
123,272.7498074181932
124,353.2129169603719
125,271.67968145495513
126,270.4013939271807
127,254.5232637787245
128,315.75764636119834
129,314.5263862153526
130,216.62319400526542
